job_key,job_description,ats_score,ats_score_explanation,relevance_explanation,relevance_score,selection_chance
job_22,"Job Summary: Data Engineer
Data Engineer with verification
EXL
India (Remote)
Actively reviewing applicants
Viewed
Promoted
Easy Apply 

 Job Details: About the job

About Role:

Please find below the requirements -




Our expertise in transformation, data science, and change management helps make your business more efficient and effective, improve customer relationships and enhance revenue growth. Instead of focusing on multi-year, resource- and time-intensive platform designs or migrations, we look deeper at your entire value chain to integrate strategies with impact.




Key Delivery: To build out a centralized data mart for Very Media Group for accessing data for insight and data modelling.




Skillsets Required :




SQL and Query Optimization

Python (Assuming that the data mart would eventually be managed within Data Science and not Data Engineering)

SAS (Desirable - A lot of the CRM processes are in SAS, but assuming we wouldn't build the process in SAS so not essential)

AWS experience

Data Management and Analytical skills

Expertise in ETL Development and Data Integration

Collaboration and Communication







Mandate Experience 

RDS

DynamoDB

Redshift

Athena

QuickSight

Sagemaker",9,"The resume is highly ATS-friendly. It features clear headings, bullet points, and prominently lists relevant keywords like 'Python', 'SQL', 'ETL', 'AWS', 'Big Data', 'Databricks', 'BigQuery', 'Kafka', and 'Airflow', which are likely present in the job description. The formatting is clean and easy to parse.","Piyush's profile aligns strongly with the Data Engineer role, particularly his experience with Python, ETL development, cloud platforms (AWS mentioned, GCP/Azure also present), and Big Data technologies. The specific mention of building data marts and working with large datasets directly matches the job's key delivery.",8,8
job_25,"Job Summary: Python Developer
Python Developer with verification
HCLTech
Bengaluru, Karnataka, India (On-site)
Actively reviewing applicants
Viewed
Promoted
Easy Apply 

 Job Details: About the job

Job Title - Ansible with Python developer.

Location - Bangalore.

Experience - 4+ yrs.

Notice Period - Immediate to 10 days.




Mandatory Skills:

Python 
Ansible
Networking




Roles and Responsibilities:

Design and implement network automation solutions using Python and Ansible.
Collaborate with cross-functional teams to identify automation opportunities within network operations.
Develop scalable scripts and tools to automate routine network tasks and configurations.
Monitor and optimize network performance and automation processes to ensure high availability.
Troubleshoot and resolve network automation issues promptly.
Document automation processes and provide training to relevant stakeholders.
Stay updated with emerging trends and technologies in network automation.




Skill Requirements:

Bachelor's degree in Computer Science, Information Technology, or a related field.
Proficiency in Python programming and scripting.
Extensive experience with Ansible for network automation.
Strong understanding of network protocols and configurations.
Experience with network automation tools and frameworks.
Excellent problem-solving skills and attention to detail.
Ability to work collaboratively in a fast-paced environment.",6,"The resume has good keyword density for Python and related data engineering terms. However, it lacks explicit mentions of 'Ansible' and 'networking,' which are mandatory skills for this role. The formatting is clean and ATS-friendly, but the absence of key terms will likely hinder its initial screening.","Piyush has strong Python and data engineering skills, which are relevant. However, the job specifically requires Ansible and networking experience, which are not explicitly mentioned in his profile. While he has experience with automation and system design, the focus on network automation is a significant gap.",5,5
job_21,"Job Summary: Software Development Engineer- 2 (B2B SaaS)
Software Development Engineer- 2 (B2B SaaS)
Wisemonk
Bengaluru, Karnataka, India (On-site)
Viewed
Promoted
Easy Apply 

 Job Details: About the job

Job Title: Software Engineer  Systems & Infra

Location: In Office - Bangalore

Experience: 23 years

Type: Full-time




About Wisemonk

Wisemonk is building the most trusted infrastructure to hire, pay, and support remote talent in India. We enable global companies to onboard top Indian professionals without setting up local entities or dealing with compliance chaos.

Were a tight, high-caliber team from leading global enterprises and startups. With strong early traction, were scaling rapidly and building a product-led, operationally excellent company.

This is a chance to work at the intersection of global employment, fintech, and automation  with real ownership and real impact.




What You'll Do

-Build foundational systems that power cross-border payments, contract workflows, and tax automation

-Write high-performance, low-latency code that handles compliance-critical operations

-Optimize systems for reliability, observability, and scale across regions and entities

-Collaborate closely with founders, product managers, and ops to ship impactful features fast

-Own your code end-to-end  from architecture to deployment to monitoring

-Contribute to technical architecture decisions and lay the groundwork for scale




You Should Apply If You Have

-23 years of experience building backend systems or infrastructure tooling

-Design reliable, performance-sensitive systems using low-level tools while also owning automation workflows with no-code platforms.

-Strong debugging and systems design skills; you know your way around memory and logs

-Prior experience in a Series A start-up or early-stage company  you're comfortable with ambiguity and velocity

-Exposure to fintech or compliance-heavy systems (bonus: worked on payroll, tax, or payment rails)




Why Join Wisemonk?

-Build at the intersection of fintech, compliance, and global employment

-High ownership, zero bureaucracy  ship fast, learn fast

-Work with founders and a team that cares deeply about product and craft",9,"Piyush's resume is rich with keywords directly matching the job description, such as 'backend systems', 'infrastructure', 'Python', 'Kafka', 'Airflow', 'BigQuery', 'cloud platforms', and 'system design'. The formatting is clean and uses standard section headers, making it easily parsable by an ATS. The clear separation of skills and experience with specific technologies will be highly favorable.","Piyush has strong experience in backend development, distributed systems, and cloud platforms, which aligns well with the job's focus on building foundational systems for payments and compliance. His experience with Python, Kafka, Airflow, and BigQuery directly maps to the technical requirements. The only slight mismatch is the lack of explicit fintech or compliance system experience, though his work at Walmart in fintech domains provides relevant exposure.",8,8
job_23,"Job Summary: Software Engineer E4 (Backend)
Software Engineer E4 (Backend) with verification
Whatfix
Bengaluru, Karnataka, India (On-site)
Actively reviewing applicants
Applied 

 Job Details: About the job

Who are we ?

Founded in 2014 by Khadim Batti and Vara Kumar, Whatfix is a leading global B2B SaaS provider and the largest pure-play enterprise digital adoption platform (DAP). Whatfix empowers companies to maximize the ROI of their digital investments across the application lifecycle, from ideation to training to the deployment of software. Driving user productivity, ensuring process compliance, and improving user experience of internal and customer-facing applications.

Spearheading the category with serial innovation and unmatched customer-centricity, Whatfix is the only DAP innovating beyond the category, positioning itself as a comprehensive suite for GenAI-powered digital adoption, analytics, and application simulation. Whatfix product suite consists of 3 products - DAP, Product Analytics, and Mirror. This product suite helps businesses accelerate ROI on digital investments by streamlining application deployment across its lifecycle.

Whatfix has seven offices across the US, India, UK, Germany, Singapore, and Australia and a presence across 40+ countries.

Customers: 700+ enterprise customers, including over 80 Fortune 500 companies such as Shell, Microsoft, Schneider Electric, and UPS Supply Chain Solutions. 

Investors: Raised a total of ~$270 million. Most recently Series E round of $125 Million led by Warburg Pincus with participation from existing investor SoftBank Vision Fund 2. Other investors include Cisco Investments, Eight Roads Ventures (A division of Fidelity Investments), Dragoneer Investments, Peak XV Partners, and Stellaris Venture Partners.




With over 45% YoY sustainable annual recurring revenue (ARR) growth, Whatfix is among the Top 50 Indian Software Companies as per G2 Best Software Awards. 
Recognized as a Leader in the digital adoption platforms (DAP) category for the past 4+ years by leading analyst firms like Gartner, Forrester, IDC, and Everest Group.
The only vendor recognized as a Customers Choice in the 2024 Gartner Voice of the Customer for Digital Adoption Platforms has once again earned the Customers Choice distinction in 2025. We also boast a star rating of 4.6 on G2 Crowd, 4.5 on Gartner Peer Insights, and a high CSAT of 99.8%
Highest-Ranking DAP on 2023 Deloitte Technology Fast 500 North America for Fourth Consecutive Year
Won the Silver for Stevie's Employer of the Year 2023  Computer Software category and also recognized as Great Place to Work 2022-2023 
Only DAP to be among the top 35% companies worldwide in sustainability excellence with EcoVadis Bronze Medal
On the G2 peer review platform, Whatfix has received 77 Leader badges across all market segments, including Small, Medium, and Enterprise, in 2024, among numerous other industry recognitions.

Roles and Responsibilities

Design, develop, test, ship, and maintain backend features independently, adhering to high engineering standards.
Break down features into executable tasks, ensuring timely delivery within sprint cycles 
Write clear, concise, and well-tested code using Java and Spring Boot, aligned with platform capabilities.
Ensure end-to-end ownership of features, including design documentation, testing, deployment, monitoring, and post-release improvements.
Monitor production behavior of owned features and proactively address issues with appropriate automation and runbooks.
Participate in and conduct code reviews that are constructive, standards-compliant, and improve team code quality.
Collaborate closely with customer-facing teams to debug production issues and improve overall system stability.
Align with other teams on design and integration points when touching external codebases.
Leverage generative AI tools to improve productivity and accelerate development tasks.
Actively contribute to sprint demos and team discussions, sharing progress and insights.

Requirements:

47 years of professional backend development experience, ideally in product-based internet companies or startups.
Strong hands-on experience with Java, Spring Boot, and web services.
Proven expertise with relational and/or NoSQL databases such as SQL, MongoDB, or Cassandra.
Experience designing and developing scalable, distributed, and high-availability systems.
Solid understanding of backend design principles and ability to apply them effectively.
Strong debugging, problem-solving, and code optimization skills with a focus on performance.
Familiarity with CI/CD, monitoring, and alerting practices for production systems.
Exposure to or active use of generative AI tools for coding tasks.
Fast learner with a self-starter attitude, and a strong focus on code quality and customer impact.
Excellent written and verbal communication skills, with the ability to collaborate effectively in a team environment.

Note: 

We strive to live and breathe our Cultural Principles and encourage employees to demonstrate some of these core values - Customer First; Empathy; Transparency; Fail Fast and scale Fast; No Hierarchies for Communication; Deep Dive and innovate; Trust, Do it as you own it; 
We are an equal opportunity employer and value diverse people because of and not in spite of the differences. We do not discriminate on the basis of race, religion, color, national origin, ethnicity, gender, sexual orientation, age, marital status, veteran status, or disability status",6,"The resume has good structure and uses relevant keywords like 'Software Developer', 'Data Engineer', 'Python', 'Big Data', 'Cloud Platforms', 'ETL', 'REST APIs', and 'CI/CD'. However, the absence of 'Java' and 'Spring Boot' will likely cause a significant drop in ATS scoring, as these are core requirements for this specific role.","Piyush has a strong background in backend development, data engineering, and cloud platforms, which aligns well with the Software Engineer E4 (Backend) role. His experience with Python, distributed systems, and CI/CD pipelines is relevant. However, the job specifically requires Java and Spring Boot, which are not listed in his profile, representing a significant gap.",7,6
job_26,"Job Summary: Python Developer
Python Developer with verification
Accolite
Mumbai Metropolitan Region (Hybrid)
Actively reviewing applicants
Applied 

 Job Details: About the job

About Bounteous x Accolite

Bounteous, a digital innovation partner of the world's most ambitious brands and Accolite Digital, a leading digital engineering, cloud, data & AI services provider, have announced their merger, creating a new end-to-end digital transformation services consultancy that partners with leading brands around the globe to co-innovate and drive exceptional client outcomes.

It was Founded in 2003 in Chicago, Bounteous is a leading digital experience consultancy that co-innovates with the world's most ambitious brands to create transformative digital experiences. With services in Strategy, Experience Design, Technology, Analytics and Insight, and Marketing, Bounteous elevates brand experiences and drives superior client outcomes. For more information, please visit www.bounteous.com.




Job Description:

Looking for 5+ years of experience and the location is Bangalore, Hyderabad, Chennai and Gurgaon. 

Willing to work in US Shift timings, candidates who does not prefer working in US shift timings will not be shortlised for screening level. 




Bachelor's/masters degree in computer science or a related field
Proven experience working as a Python Developer with knowledge of DBMS
Strong knowledge of Python frameworks like Django, Flask, or Pyramid
Experience with database integration and optimization
Familiarity with front-end technologies such as JavaScript, HTML5, and CSS3
Understanding of server-side templating languages",8,"Piyush's resume is rich with keywords directly matching the job description, such as 'Python Developer', 'Flask', 'Django', 'DBMS', 'JavaScript', 'HTML5', and 'CSS3'. The formatting appears clean and standard, making it easily parsable by an ATS. The inclusion of specific technologies and quantifiable achievements further strengthens its ATS performance.","Piyush has strong Python development experience and familiarity with relevant frameworks like Flask and Django, which are explicitly mentioned in the job description. His experience with data engineering, cloud platforms, and database integration also aligns well. However, the job description's emphasis on 'digital transformation services consultancy' and 'digital experience' is not directly reflected in Piyush's profile, and the US shift requirement is not addressed.",7,7
job_27,"Job Summary: Python Developer
Python Developer with verification
Dexian
Bengaluru, Karnataka, India (Hybrid)
Actively reviewing applicants
Viewed
Easy Apply 

 Job Details: About the job

We are looking for a Python Developer




Must Have skills:




5+ Years of experience into python development
Proficiency in SQL or OracleSQL




Good to have skills:

Linux or Unix Experience
Cloud technologies like AWS, Azure or GCP (Google Cloud)",9,"Piyush's resume is highly ATS-friendly. It prominently features 'Python Developer' and 'Data Engineer' in his title and summary. Key skills like Python, SQL, Azure, GCP, Linux, and various data engineering tools are clearly listed and integrated into his experience. The formatting is clean and easy to parse, making it likely to be well-received by an ATS.","Piyush has extensive experience in Python development, which is the core requirement. His background in data engineering, cloud platforms (Azure, GCP), and SQL also aligns well with the 'good to have' skills. The only minor gap is the explicit mention of 5+ years of Python experience, as his current role is relatively new, but his overall experience likely meets this.",8,8
job_24,"Job Summary: Data Engineer
Data Engineer
Akkodis
Bengaluru, Karnataka, India (On-site)
Actively reviewing applicants
Viewed
Promoted
Easy Apply 

 Job Details: About the job

Proven knowledge of coding in Python
Advanced knowledge of regression & linear optimization (Python based, relevant libraries: pandas, numpy, scikit-learn, or-tools)
3+years of working experience in data analytics with proven project/solution track record 
Experience as Operations Research analyst or similar: worked with optimisation models (e.g. Integer and Linear Programming) in the past 
Skills in data analysis & visualization (Python based, relevant libraries: pandas, numpy, plotly)",9,"Piyush's resume is highly ATS-friendly. It prominently features keywords like 'Python', 'Data Engineer', 'ETL', 'Big Data', 'PySpark', 'BigQuery', 'Databricks', and 'Kafka', which are likely present in the job description. The formatting is clean and uses standard section headers, making it easy for an ATS to parse. The inclusion of specific technologies within work experience further boosts keyword density.","Piyush's profile strongly aligns with the Data Engineer role. His experience with Python, PySpark, BigQuery, Databricks, and Kafka directly matches the technical requirements. The mention of ETL frameworks and data pipelines further strengthens the relevance, although specific experience with regression, linear optimization, and or-tools isn't explicitly detailed.",8,8
job_28,"Job Summary: Python Developer
Python Developer with verification
ValueLabs
Bengaluru, Karnataka, India (On-site)
Actively reviewing applicants
Viewed
Promoted
Easy Apply 

 Job Details: About the job

Role: Senior Python Developer 

Experience: 7+ Years

Notice Period: Less than 30 Days or Serving Notice period 

Location: Bangalore

Must have Skills




1. Python, (Django/Flask) , API, Microservices

2.Familiarity/Usage of tools (Kubernetes, Docker, CI/CD pipelines)

3. Database: MongoDB, PostgreSQL",1,Could not parse explanation.,Could not parse explanation.,1,1
job_31,"Job Summary: Backend Engineer - AI Ops
Backend Engineer - AI Ops with verification
SolarWinds
Bengaluru, Karnataka, India
Viewed
Easy Apply 

 Job Details: About the job

At SolarWinds, were a people-first company. Our purpose is to enrich the lives of the people we serveincluding our employees, customers, shareholders, Partners, and communities. Join us in our mission to help customers accelerate business transformation with simple, powerful, and secure solutions.

The ideal candidate thrives in an innovative, fast-paced environment and is collaborative, accountable, ready, and empathetic. Were looking for individuals who believe they can accomplish more as a team and create lasting growth for themselves and others. We hire based on attitude, competency, and commitment. Solarians are ready to advance our world-class solutions in a fast-paced environment and accept the challenge to lead with purpose. If youre looking to build your career with an exceptional team, youve come to the right place. Join SolarWinds and grow with us!

 

Your Role:

We seek a talented and motivated Software Engineer to join our Observability Platform team. In this role, youll contribute to developing scalable, resilient, and real-time observability solutions that help companies monitor and optimize their distributed systems. Youll work with cutting-edge cloud infrastructure, distributed systems, and high-scale data processing, collaborating closely with cross-functional teams to deliver impactful solutions.

Your Impact:

System Development: Design, develop, and maintain components of our observability platform using Kotlin and/or Java. 
Distributed Systems: Implement high-volume telemetry data processing systems, ensuring scalability, performance, and reliability. 
Code Quality & Best Practices: Write clean, efficient, and maintainable code, adhering to industry best practices and participating in code reviews. 
Collaboration: Work closely with product managers, and senior engineers to deliver features aligned with business goals and technical requirements. 
Troubleshooting & Optimization: Identify and resolve performance bottlenecks in distributed systems and improve platform resilience. 
Continuous Improvement: Contribute to technical discussions, architecture decisions, and process improvements within the team. 

Your Experience:

Experience: 3+ years of software engineering experience, preferably in distributed systems or observability platforms. 
Programming Languages: Proficiency in Kotlin and/or Java. Full-stack experience is a plus. 
Cloud-Native Expertise: Familiarity with cloud platforms (AWS, GCP, or Azure) and cloud-native technologies (Kubernetes, Docker, etc.). 
Data Systems: Experience with SQL/NoSQL databases and real-time data processing. 
System Design: Understanding of scalable system design and microservices architecture. 
Problem-solving: Strong troubleshooting skills and the ability to optimize performance in complex systems. 
Collaboration: Excellent teamwork and communication skills, with a proactive mindset. 

Preferred Qualifications

Familiarity with observability concepts (metrics, logging, tracing). 
Experience with frontend frameworks or modern frontend development is a plus. 
Contributions to open-source projects or community involvement. 
 

SolarWinds is an Equal Employment Opportunity Employer. SolarWinds will consider all qualified applicants for employment without regard to race, color, religion, sex, age, national origin, sexual orientation, gender identity, marital status, disability, veteran status or any other characteristic protected by law.

All applications are treated in accordance with the SolarWinds Privacy Notice: https://www.solarwinds.com/applicant-privacy-notice",8,"Piyush's resume is well-structured and uses relevant keywords like 'Software Developer', 'Data Engineer', 'distributed systems', 'cloud platforms', 'ETL', 'REST APIs', 'CI/CD', 'Python', 'SQL', 'Kafka', 'Airflow', 'Docker', 'Kubernetes', and 'GCP/Azure'. The use of specific technologies and quantifiable achievements will likely be recognized by an ATS. The only potential weakness is the lack of explicit mention of Kotlin or Java.","Piyush has strong experience in backend development, distributed systems, and cloud platforms, which aligns well with the job description. However, the primary programming languages mentioned in the job description are Kotlin and Java, while Piyush's experience is heavily focused on Python. This language mismatch is a significant factor.",7,7
job_32,"Job Summary: Python Developer + Generative AI
Python Developer + Generative AI
Programming.com
Bengaluru, Karnataka, India (On-site)
Company review time is typically 1 week
Viewed
Promoted
Easy Apply 

 Job Details: About the job

Job Title: Python Developer  Generative AI

Location: Bangalore (Night Shift)

Experience: 3+ Years

Shift: Night Shift

Employment Type: Full-Time

About the Role

We are seeking an experienced and innovative Python Developer with expertise in Generative AI to work in a night shift capacity. You will design, develop, and deploy intelligent AI-powered systems using cutting-edge LLMs and generative models. The ideal candidate thrives in fast-paced environments and is passionate about leveraging AI to solve real-world problems.

Key Responsibilities

Build and maintain Python-based APIs and backends integrated with Generative AI models.

Work with large language models (e.g., GPT, Claude, LLaMA) and image/audio generation tools (e.g., DALLE, Stable Diffusion).

Implement prompt engineering, fine-tuning, and model deployment pipelines.

Collaborate with global teams during night shift hours to develop scalable AI features.

Deploy models using FastAPI, Flask, Docker, or cloud platforms.

Optimize model performance for latency, accuracy, and scalability.

Ensure testing, monitoring, and documentation of AI integrations.

Required Skills

4+ years of Python development experience.

1+ years of hands-on experience with Generative AI tools and models.

Strong knowledge of PyTorch, TensorFlow, Hugging Face, LangChain, or OpenAI API.

Experience with deployment (Docker, FastAPI), and model inference in production.

Familiarity with vector databases (FAISS, Pinecone, Weaviate).

Preferred Skills

Experience with GPU-based training or inference.

Exposure to MLOps tools like MLflow, Airflow, or Kubeflow.

Understanding of AI ethics, model safety, and bias mitigation.

Contributions to open-source GenAI or ML projects.

Job Types: Full-time, Permanent

Benefits:

Health insurance

Provident Fund

Schedule:

Night shift",8,"The profile is strong on Python, API development (Flask), cloud platforms (Azure, GCP), and deployment tools (Docker). Keywords like 'Python', 'API', 'Cloud Platforms', 'Docker', 'Flask', 'PySpark', and 'Big Data' are well-represented. The lack of explicit mention of 'Generative AI', 'LLMs', 'LangChain', or specific vector databases might cause a slight dip in ATS scoring for this particular role.","Piyush has strong Python development experience and has worked with data engineering tools relevant to AI pipelines. However, his direct experience with Generative AI models, LLMs, and specific tools like LangChain or vector databases is not explicitly detailed in his profile, which is a core requirement of the job.",7,7
job_33,"Job Summary: Backend Engineer
Backend Engineer
StockGro
Bengaluru, Karnataka, India (On-site)
Viewed
Promoted
Easy Apply 

 Job Details: About the job

Company Vision




StockGro is Indias leading stock market education platform with a community of over 2.5 crore market enthusiasts. StockGro equips users with trading and investing knowledge to succeed in the stock market. Whether user is a beginner or a seasoned trader, he can learn strategies from top investment managers, practice with platform currency, and study portfolios of experts & peers. By combining experiential learning with guidance from SEBl-registered experts, StockGro has become the go-to platform for trading & investing education




.About StockGro




Founded in January 2020 by former venture capitalist Ajay Lakhotia, were well-funded. We are backed by some of the respected investors  General Catalyst, BITKRAFT, Roots Ventures, and the likes of Kunal Shah, Vivekananda Hallekere, Rahul Garg as Angels. We have some brilliant minds with us, working on a mission to make 400 million Indian millennials investment-ready, with Senior Executives from Sequoia, Swiggy, Glance, Airtel, Uber, and institutions like ISB, NITs, and IIMs.




The opportunity : 




We are looking for a backend engineer and developer who can:




Work closely with product, design and business teams to understand product ideas and business needs and help deliver series of ultra fast experiments
Architect and implement backend services with high reliability and scalability
Complete ownership of design/architect/develop/deploy phases while collaborating with technical and nontechnical stakeholders on all elements of the development process.
Setup best practices for development and advocate their adoption
Write quality documentation and handle conflicts well to build consensus
Continuously discover, evaluate, and implement new technologies and frameworks to maximize development efficiency
Mentor young minds around you and foster team spirit




Requirements :




4+ years of strong programming expertise in Golang and databases like PostgreSQL / MySQL / MongoDB
Build highly scalable REST APIs that align with StockGros needs
Strong knowledge of databases such as MySQL, PostgreSQL, or MongoDB
You have experience building scalable customer-facing applications that are high-performance, highly-available, highly transactional, low latency and massively distributed.
Strong knowledge of data structures, algorithms, and designing for performance, scalability, and availability.
Experience in designing and developing service-oriented architecture
Experience with cache-store / message broker like Redis / RabbitMQ / Kafka
Having an understanding of GCP, Kubernetes, Docker will be beneficial
Interest in learning new languages/frameworks as needed
Worked in a startup environment with high levels of ownership and commitment




What are we looking for?




Someone who will be a quick learner and be able to work independently.
He/she should be able to operate in a very fast paced environment where time to ship product is super critical.",8,"Piyush's resume is well-structured and uses relevant keywords such as 'backend engineer', 'Python', 'SQL', 'Flask', 'Django', 'PySpark', 'Kafka', 'Airflow', 'Azure', 'GCP', 'Docker', 'Kubernetes', and 'REST APIs'. The clear separation of skills and experience, along with specific technology mentions, should be easily parsed by an ATS. The only potential gap is the lack of explicit Go experience, which might be flagged.","Piyush has a strong background in backend development, data engineering, and cloud platforms, which aligns well with the job's focus on building scalable backend services and APIs. While the primary language requirement is Go, Piyush's extensive Python experience and general software engineering skills are transferable. The experience with Kafka, PostgreSQL, and cloud platforms is a significant plus.",7,7
job_34,"Job Summary: Senior Data Engineer
Senior Data Engineer with verification
Gameskraft
Bengaluru, Karnataka, India (On-site)
Actively reviewing applicants
Viewed
Promoted
Easy Apply 

 Job Details: About the job

About Gameskraft -

Established in 2017, Gameskraft has become one of Indias fastest-growing companies. We are building the world's most-loved online gaming ecosystem - one game at a time. Started by a group of passionate gamers, we have grown from a small team of five members to a large family of 600+ Krafters, working out of our office in Prestige Tech Park, Bangalore.




Our short-term success lies in the fact that we strive to focus on building a safe, secure,and responsible gaming environment for everyone. Our vision is to create unmatched experiences every day, everywhere. We set the highest benchmarks in the industry in terms of design, technology, and intuitiveness. We are also the industrys only ISO 27001and ISO 9001 certified gaming company.




About the role -

We are hiring a Senior Data Engineer at Gameskraft, one of India's fastest-growing gaming companies, to build and scale a robust data platform. The role involves designing and optimizing data pipelines, developing scalable infrastructure, and ensuring seamless data accessibility for business insights.




Key Responsibilities:

Building and optimizing big data pipelines, architectures, and datasets to handle large-scale data.
Enhancing infrastructure for scalability, automation, and data delivery improvements.
Developing real-time and batch processing solutions using Kafka, Spark, and Airflow.
Ensuring data governance, security compliance, and high availability.
Collaborating with product, business, and analytics teams to support data needs.




Tech Stack:




Big Data Tools: Spark, Kafka, Databricks (Delta Tables), ScyllaDB, Redshift
Data Pipelines & Workflow: Airflow, EMR, Glue, Athena
Programming: Java, Scala, Python
Cloud & Storage: AWS
Databases: SQL, NoSQL (ScyllaDB, OpenSearch)
Backend: Spring Boot




What we expect you will bring to the table:




1. Cutting-Edge Technology & Scale

At Gameskraft, you will be working on some of the most advanced big data technologies, including Databricks Delta Tables, ScyllaDB, Spark, Kafka, Airflow, and Spring Boot. Our systems handle billions of data points daily, ensuring real-time analytics and high-scale performance. If youre passionate about big data, real-time streaming, and cloud computing, this role offers the perfect challenge.




2. Ownership & Impact

Unlike rigid corporate structures, Gameskraft gives engineers complete freedom and ownership to design, build, and optimize large-scale data pipelines. Your work directly impacts business decisions, game fairness, and player experience, ensuring data is actionable and insightful.




3. High-Growth, Fast-Paced Environment

We are one of Indias fastest-growing gaming companies, scaling rapidly since 2017. You will be part of a dynamic team that moves fast, innovates continuously, and disrupts the industry with cutting-edge solutions.




4. Strong Engineering Culture

We value technical excellence, continuous learning, and deep problem-solving. We encourage engineers to experiment, contribute, and grow, making this an ideal place for those who love tackling complex data engineering challenges.




Why Join Gameskraft?




Work on high-scale, real-time data processing challenges.
Own end-to-end design and implementation of data pipelines.
Collaborate with top-tier engineers and data scientists.
Enjoy a fast-growing and financially stable company.
Freedom to innovate and contribute at all levels.

 

Work Culture

A true startup culture - young, fast paced, where you are driven by personal ownership of solving challenges that help you grow fast
Focus on innovation, data orientation, being results driven, taking on big goals, and adapting fast
A high performance, meritocratic environment, where we share ideas, debate and grow together with each new product
Massive and direct impact on the work you do. Growth through solving dynamic challenges
Leveraging technology & analytics to solve large scale challenges
Working with cross functional teams to create great product and take them to market
Rub shoulders with some of the brightest & most passionate people in the gaming & consumer internet industry




Compensation & Benefits




Attractive compensation and ESOP packages
INR 5 Lakh medical insurance cover for yourself and your family
Fair & transparent performance appraisals
An attractive Car Lease policy
Relocation benefits 
A vibrant office space with fully stocked pantries. And your lunch is on us!",9,"Piyush's resume is highly ATS-friendly. It uses clear headings, bullet points, and prominently features keywords directly from the job description such as 'Data Engineer', 'Python', 'Spark', 'Kafka', 'Airflow', 'Databricks', 'BigQuery', 'Cloud Platforms', 'ETL', and 'REST APIs'. The formatting is clean and easy to parse, making it likely to score well in an automated screening.","Piyush's profile aligns very well with the Senior Data Engineer role. He has extensive experience in Python, Big Data technologies like Spark and Kafka, cloud platforms (GCP, Azure), and ETL frameworks, all of which are core requirements. His experience at Walmart Global Tech, dealing with large-scale data and building data platforms, directly translates to the responsibilities outlined.",8,8
job_30,"Job Summary: Senior Software Engineer
Senior Software Engineer with verification
Cimpress India
India (Remote)
Viewed
Promoted
Easy Apply 

 Job Details: About the job

Position: Senior Software Engineer (PR2 Level)

Looking for Immediate to 30 days joiner.




About Cimpress:

Led by founder and CEO Robert Keane, Cimpress invests in and helps build

customer-focused, entrepreneurial mass customization businesses. Through the

personalized physical (and digital) products these companies create,we

empower over 17 million global customers to make an impression. Last year,

Cimpress generated $3.5B in revenue through customized print products,

signage, apparel, packaging and more. The Cimpress family includes a dynamic,

international group of businesses and central teams, all working to solve

problems, build businesses, innovate and improve.




Business Unit: Boxup

BoxUp was founded by Curt Stephens and Ward Hubbard in Terre Haute,

Indiana in 2016. The company was formed to supply high-quality custom-printed boxes in small

order quantities with quick lead times and reasonable prices. BoxUp manufactures and sells corrugated shipping containers. BoxUp's primary customers are small to medium-sized e-commerce businesses that ship their products by parcel post - UPS or FedEx.




Responsibilities:

 High proficiency with Full Stack Application development in NodeJS along with react.js or any other JavaScript technology.

 Good working experience with Data Structures, Algorithms, Low-Level Design, Object-Oriented Design

 An entrepreneurial spirit and enjoys moving quickly on new, green/brownfield products.

 The ability to stitch together many different services and processes even if they have not worked with them before.

 Ability to think about systems and services and write high-quality code. We work mostly with NextJs and Node however, frameworks can be learned: we care much more about your general engineering skill than your knowledge of a particular framework.

 Participate in design meetings and code reviews

 Work with your team and other technology teams in a cooperative environment to understand what stakeholders need and iterate on solutions, adapting to feedback from customer




What's in store for you?

Grow the online retail business with a new and improved front-end experience

Sell to other Cimpress businesses and expand BoxUp products by accessing other Cimpress business products.




Remote First-Culture:

In 2020, Cimpress adopted a Remote-First operating model and culture. We heard from our team members that having the freedom, autonomy and trust in each other to work from home and, the ability to operate when they are most productive, empowers everyone to be their best and most brilliant self. Cimpress also provides collaboration spaces for team members to work physically

together when it's safe to do so or believe in oce working will deliver the best results. Currently we are enabled to hire remote team members in over 20 US States as well as several countries in Europe: Spain, Germany, UK, Czech Republic, the Netherlands and Switzerland.

More information about the organization can be found in the below link:

https://cimpress.com

https://www.linkedin.com/company/cimpress/

https://twitter.com/Cimpress

Want to explore more about our brands?

Please visit: https://cimpress.com/brands/explore-our-brands/",7,"The resume is well-structured and uses relevant keywords like Python, Data Engineering, ETL, APIs, Cloud Platforms, and Big Data. However, it lacks strong keywords for the specific full-stack requirements (Node.js, React) beyond the internship, which might limit ATS parsing for this particular role.","Piyush has strong backend and data engineering experience, which is valuable. However, the job description heavily emphasizes full-stack development with Node.js and React, areas where Piyush's experience is limited to a summer internship. While his general engineering skills are a plus, the core tech stack mismatch is a significant factor.",6,6
