job_key,job_description,ats_score,ats_score_explanation,error,relevance_explanation,relevance_score,selection_chance
job_26,"Job Summary: Python Developer
Python Developer with verification
Accolite
Mumbai Metropolitan Region (Hybrid)
Actively reviewing applicants
Applied 

 Job Details: About the job

About Bounteous x Accolite

Bounteous, a digital innovation partner of the world's most ambitious brands and Accolite Digital, a leading digital engineering, cloud, data & AI services provider, have announced their merger, creating a new end-to-end digital transformation services consultancy that partners with leading brands around the globe to co-innovate and drive exceptional client outcomes.

It was Founded in 2003 in Chicago, Bounteous is a leading digital experience consultancy that co-innovates with the world's most ambitious brands to create transformative digital experiences. With services in Strategy, Experience Design, Technology, Analytics and Insight, and Marketing, Bounteous elevates brand experiences and drives superior client outcomes. For more information, please visit www.bounteous.com.




Job Description:

Looking for 5+ years of experience and the location is Bangalore, Hyderabad, Chennai and Gurgaon. 

Willing to work in US Shift timings, candidates who does not prefer working in US shift timings will not be shortlised for screening level. 




Bachelor's/masters degree in computer science or a related field
Proven experience working as a Python Developer with knowledge of DBMS
Strong knowledge of Python frameworks like Django, Flask, or Pyramid
Experience with database integration and optimization
Familiarity with front-end technologies such as JavaScript, HTML5, and CSS3
Understanding of server-side templating languages",9,"The resume is exceptionally well-structured and rich in relevant keywords like 'Python,' 'Django,' 'Flask,' 'DBMS' (via specific databases), 'JavaScript,' 'HTML,' and 'CSS.' Its clear formatting and consistent use of industry terms across skills and experience sections would ensure high keyword matching and parseability by an Applicant Tracking System, likely passing initial automated screening for technical fit.",,"While the candidate possesses strong technical skills directly matching the job's Python, framework (Flask, Django), and database requirements, the stated experience level of 5+ years is a significant mismatch. The candidate has approximately 2.5 years of full-time experience, which is less than half of the requirement, making it a poor fit for the stated seniority. The US shift timing preference is also an unknown but critical factor.",4,6
job_28,"Job Summary: Python Developer
Python Developer with verification
ValueLabs
Bengaluru, Karnataka, India (On-site)
Actively reviewing applicants
Viewed
Promoted
Easy Apply 

 Job Details: About the job

Role: Senior Python Developer 

Experience: 7+ Years

Notice Period: Less than 30 Days or Serving Notice period 

Location: Bangalore

Must have Skills




1. Python, (Django/Flask) , API, Microservices

2.Familiarity/Usage of tools (Kubernetes, Docker, CI/CD pipelines)

3. Database: MongoDB, PostgreSQL",2,"The ATS would likely filter this resume out immediately due to the hard requirement of '7+ years experience,' which is clearly not met. Although many technical keywords like Python, Flask, Docker, Kubernetes, and CI/CD are present, the absence of 'MongoDB' (a must-have) and the exact job title 'Senior Python Developer' (user is 'Software Engineer III') would further reduce its score, leading to an automated rejection.",,"While the user possesses strong Python, Flask/Django, API, Docker, Kubernetes, CI/CD, and PostgreSQL skills, which align well with many 'must-haves,' the primary issue is the significant experience gap. The job requires 7+ years, whereas the user has approximately 3 years of professional experience, making this role a poor fit for their current career stage. The missing MongoDB skill is also a notable gap for a 'must-have'.",3,2
job_27,"Job Summary: Python Developer
Python Developer with verification
Dexian
Bengaluru, Karnataka, India (Hybrid)
Actively reviewing applicants
Viewed
Easy Apply 

 Job Details: About the job

We are looking for a Python Developer




Must Have skills:




5+ Years of experience into python development
Proficiency in SQL or OracleSQL




Good to have skills:

Linux or Unix Experience
Cloud technologies like AWS, Azure or GCP (Google Cloud)",3,"While the user's profile is rich in relevant keywords like 'Python developer,' 'SQL,' 'Linux,' 'Azure,' and 'GCP,' which would score highly for keyword matching, the ATS would likely flag the significant discrepancy in required experience. The '5+ years of experience' is a 'must-have skill' and a common hard filter in ATS, which the user does not meet, leading to a probable rejection despite strong keyword presence and clean formatting.",,"The user's technical skills in Python, SQL, Linux, and cloud platforms (Azure, GCP) are an excellent match for the job's requirements. However, the critical mismatch lies in the experience level; the job requires 5+ years, while the user has approximately 2.5 years of full-time experience. This significant gap makes the overall relevance poor despite strong skill alignment.",4,3
job_29,"Job Summary: Software Development Engineer -II (Backend)
Software Development Engineer -II (Backend)
ZET
Bengaluru, Karnataka, India (On-site)
Viewed
Promoted
Easy Apply 

 Job Details: About the job

About ZET: 




At ZET, we believe that passion fuels those who shape the world. Our team is on a mission to make a real impact by driving financial inclusion and accessibility across Bharat. With over 500 million online users in underserved regions, we are building an ecosystem that connects consumers to trusted financial solutions that were once out of reach. Empowered by technology and trust, we are making financial services more affordable and within reach for the next billion Indians.

Through our ZET platform (B2C), we focus on empowering individuals, especially those new to credit (NTC) or with low credit scores, to build and improve their CIBIL scores. One of our key offerings is the Magnet FD Credit Card, co-branded with SBM. The Magnet card plays a pivotal role in helping users from Tier 2, 3, and 4 cities boost their credit scores. By providing insights & solutions into their creditworthiness, consumers are empowered to make informed financial decisions, unlocking opportunities for loans, mortgages and greater financial stability.

On our ZET Partner (B2B) platform, we connect communities in Tier 3 and 4 cities to a wide network of financial brands and credit products. By leveraging a trusted network of agents, we bridge the gap between consumers and top banks, making financial services more accessible and tailored to the specific needs of these underserved markets. 

Raising $13M in our series A funding in March 2022, we are proud to be backed by General Catalyst, Nexus, Sequoia Surge, Waterbridge and other leading Angel Investors. Starting with only two in 2019, we are now a workforce of high spirited people diligently striving to enable fintech for Bharat.







Problems we are solving




Lack of Awareness: Many consumers, especially those in Tier 3/4 cities, are unaware of how to improve their CIBIL score and the credit solutions available for the same.
Reaching Bharat: Consumers in Tier 3 & 4 cities often struggle to access essential financial services and opportunities due to limited reach and availability from financial institutions and banks.
Trust: The trust deficit in rural areas hinders the adoption of modern fintech solutions, creating barriers to financial inclusion.







The rise of ZET




April 2019, Founded by Manish Shara & Yash Desai
August, 2020, Raised Seed Funding led by Waterbridge Ventures
July 2021, Raised $5 M led by Sequoias Surge, Nexus Venture Partners & renowned Angel investors.
March 2022, Raised $13M in Series A round led by General Catalyst & renowned Angel investors.







Angel Investors who trust our mission




Kunal Shah - Co Founder, CRED
Kalyan Krishnamurthy- CEO Flipkart
Harshil Mathur - Co Founder, Razorpay
Vidit Aatrey - Founder & CEO, Meesho
Sujeet Kumar - Co Founder, Udaan
Lalit Keshre - CEO, GROWW
Gaurav Munjal - Co-founder & CEO, Unacademy
Aakrit Vaish - Co-founder & CEO, Haptik
Jitendra Gupta - Founder, Jupiter
Amrish Rau - CEO PineLabs
Gokul Rajaram - Product & Business, Doordash







Why ZET




High-end Technology
Make in India
Accelerated Growth
Build for next Billion users
Fast pace & Innovation
Opportunity to Thrive




Software Development Engineer -II (Backend) 




Responsibilities:

You will own the entire application lifecycle including research, design, development, along with continuous deployment and delivery
You will act as a mentor through both your technical knowledge and bring in continuous improvements and implement best practices.
You will apply the latest technology thinking from our tech radar, adopt best design practices to solve complex problems and ensure our product is the best in usability.
You will work directly with the cross functional product teams, align on the needs of the products and operations.
You will analyze business, technology challenges and suggest solutions




This opportunity is for you if,

You have 3+ years of work experience in building highly-interactive applications using object oriented programming languages like Java, Spring Boot along with MySQL and AWS.
You have experience in working with Restful web services.
You have strong knowledge and understanding of design patterns and domain driven design.
You understand fundamental design principles behind building scalable, resilient, and maintainable applications.
You have a knack for writing clean, readable, re-usable code.
You have good knowledge on TDD and CI/CD practices.
You have penchant for learning
You are a great analytical & logical thinker and someone who loves solving problems
You are passionate, energetic, enthusiastic and a go-getter
You are  FUN @ Work ",2,"The ATS would likely perform poorly due to the critical absence of primary keywords like 'Java,' 'Spring Boot,' 'AWS,' and 'MySQL,' which are explicitly stated as core requirements. While general backend and CI/CD terms are present, the ATS is designed to filter for these specific, non-negotiable technology keywords, leading to a low match score or immediate disqualification.",,"While Piyush possesses strong backend, distributed systems, and fintech domain experience at a relevant seniority level, the job explicitly requires 'Java, Spring Boot along with MySQL and AWS.' Piyush's profile is heavily Python-centric with experience in GCP/Azure/PostgreSQL, which is a fundamental mismatch. This core technology discrepancy makes the job a poor fit despite other transferable skills.",3,2
job_31,"Job Summary: Backend Engineer - AI Ops
Backend Engineer - AI Ops with verification
SolarWinds
Bengaluru, Karnataka, India
Viewed
Easy Apply 

 Job Details: About the job

At SolarWinds, were a people-first company. Our purpose is to enrich the lives of the people we serveincluding our employees, customers, shareholders, Partners, and communities. Join us in our mission to help customers accelerate business transformation with simple, powerful, and secure solutions.

The ideal candidate thrives in an innovative, fast-paced environment and is collaborative, accountable, ready, and empathetic. Were looking for individuals who believe they can accomplish more as a team and create lasting growth for themselves and others. We hire based on attitude, competency, and commitment. Solarians are ready to advance our world-class solutions in a fast-paced environment and accept the challenge to lead with purpose. If youre looking to build your career with an exceptional team, youve come to the right place. Join SolarWinds and grow with us!

 

Your Role:

We seek a talented and motivated Software Engineer to join our Observability Platform team. In this role, youll contribute to developing scalable, resilient, and real-time observability solutions that help companies monitor and optimize their distributed systems. Youll work with cutting-edge cloud infrastructure, distributed systems, and high-scale data processing, collaborating closely with cross-functional teams to deliver impactful solutions.

Your Impact:

System Development: Design, develop, and maintain components of our observability platform using Kotlin and/or Java. 
Distributed Systems: Implement high-volume telemetry data processing systems, ensuring scalability, performance, and reliability. 
Code Quality & Best Practices: Write clean, efficient, and maintainable code, adhering to industry best practices and participating in code reviews. 
Collaboration: Work closely with product managers, and senior engineers to deliver features aligned with business goals and technical requirements. 
Troubleshooting & Optimization: Identify and resolve performance bottlenecks in distributed systems and improve platform resilience. 
Continuous Improvement: Contribute to technical discussions, architecture decisions, and process improvements within the team. 

Your Experience:

Experience: 3+ years of software engineering experience, preferably in distributed systems or observability platforms. 
Programming Languages: Proficiency in Kotlin and/or Java. Full-stack experience is a plus. 
Cloud-Native Expertise: Familiarity with cloud platforms (AWS, GCP, or Azure) and cloud-native technologies (Kubernetes, Docker, etc.). 
Data Systems: Experience with SQL/NoSQL databases and real-time data processing. 
System Design: Understanding of scalable system design and microservices architecture. 
Problem-solving: Strong troubleshooting skills and the ability to optimize performance in complex systems. 
Collaboration: Excellent teamwork and communication skills, with a proactive mindset. 

Preferred Qualifications

Familiarity with observability concepts (metrics, logging, tracing). 
Experience with frontend frameworks or modern frontend development is a plus. 
Contributions to open-source projects or community involvement. 
 

SolarWinds is an Equal Employment Opportunity Employer. SolarWinds will consider all qualified applicants for employment without regard to race, color, religion, sex, age, national origin, sexual orientation, gender identity, marital status, disability, veteran status or any other characteristic protected by law.

All applications are treated in accordance with the SolarWinds Privacy Notice: https://www.solarwinds.com/applicant-privacy-notice",8,"The profile is highly optimized for ATS, featuring clear formatting, standard sections, and a high density of relevant keywords such as 'Distributed Systems,' 'Cloud Platforms,' 'Kubernetes,' 'Docker,' 'SQL,' 'Azure,' 'GCP,' and 'observability.' While the primary programming language (Python) doesn't directly match the job's Kotlin/Java requirement, the strong alignment with other critical technical skills and tools would likely allow it to pass initial automated screening.",,"The user's profile aligns strongly with the job's core requirements for distributed systems, cloud platforms (Azure/GCP), high-scale data processing, and system design experience. The 3+ years of experience and work on observability-related components are excellent fits. However, the primary programming language mismatch (Python vs. Kotlin/Java) is a significant hurdle, preventing a higher score, as this is often a strict requirement for backend roles.",6,6
job_32,"Job Summary: Python Developer + Generative AI
Python Developer + Generative AI
Programming.com
Bengaluru, Karnataka, India (On-site)
Company review time is typically 1 week
Viewed
Promoted
Easy Apply 

 Job Details: About the job

Job Title: Python Developer  Generative AI

Location: Bangalore (Night Shift)

Experience: 3+ Years

Shift: Night Shift

Employment Type: Full-Time

About the Role

We are seeking an experienced and innovative Python Developer with expertise in Generative AI to work in a night shift capacity. You will design, develop, and deploy intelligent AI-powered systems using cutting-edge LLMs and generative models. The ideal candidate thrives in fast-paced environments and is passionate about leveraging AI to solve real-world problems.

Key Responsibilities

Build and maintain Python-based APIs and backends integrated with Generative AI models.

Work with large language models (e.g., GPT, Claude, LLaMA) and image/audio generation tools (e.g., DALLE, Stable Diffusion).

Implement prompt engineering, fine-tuning, and model deployment pipelines.

Collaborate with global teams during night shift hours to develop scalable AI features.

Deploy models using FastAPI, Flask, Docker, or cloud platforms.

Optimize model performance for latency, accuracy, and scalability.

Ensure testing, monitoring, and documentation of AI integrations.

Required Skills

4+ years of Python development experience.

1+ years of hands-on experience with Generative AI tools and models.

Strong knowledge of PyTorch, TensorFlow, Hugging Face, LangChain, or OpenAI API.

Experience with deployment (Docker, FastAPI), and model inference in production.

Familiarity with vector databases (FAISS, Pinecone, Weaviate).

Preferred Skills

Experience with GPU-based training or inference.

Exposure to MLOps tools like MLflow, Airflow, or Kubeflow.

Understanding of AI ethics, model safety, and bias mitigation.

Contributions to open-source GenAI or ML projects.

Job Types: Full-time, Permanent

Benefits:

Health insurance

Provident Fund

Schedule:

Night shift",4,"The ATS would identify many strong keywords related to Python development, Flask, Docker, Airflow, and cloud platforms (Azure, GCP), which are positive. However, it would critically flag the near-complete absence of keywords specific to Generative AI, LLMs, prompt engineering, fine-tuning, PyTorch, Hugging Face, LangChain, OpenAI API, and vector databases, which are central to the job description's 'required skills.' This significant lack of core AI keywords would result in a low match score for this specific role, despite excellent general software engineering skills.",,"While Piyush is a highly skilled Python developer with strong experience in distributed systems and cloud platforms, the job's core focus is on Generative AI, LLMs, and related tools (e.g., PyTorch, Hugging Face, LangChain, vector databases). Piyush's profile shows no explicit experience in Generative AI, and his only AI/ML project is a traditional deep learning task from several years ago. This fundamental mismatch in the primary skill requirement makes the job largely irrelevant to his current profile.",3,3
job_33,"Job Summary: Backend Engineer
Backend Engineer
StockGro
Bengaluru, Karnataka, India (On-site)
Viewed
Promoted
Easy Apply 

 Job Details: About the job

Company Vision




StockGro is Indias leading stock market education platform with a community of over 2.5 crore market enthusiasts. StockGro equips users with trading and investing knowledge to succeed in the stock market. Whether user is a beginner or a seasoned trader, he can learn strategies from top investment managers, practice with platform currency, and study portfolios of experts & peers. By combining experiential learning with guidance from SEBl-registered experts, StockGro has become the go-to platform for trading & investing education




.About StockGro




Founded in January 2020 by former venture capitalist Ajay Lakhotia, were well-funded. We are backed by some of the respected investors  General Catalyst, BITKRAFT, Roots Ventures, and the likes of Kunal Shah, Vivekananda Hallekere, Rahul Garg as Angels. We have some brilliant minds with us, working on a mission to make 400 million Indian millennials investment-ready, with Senior Executives from Sequoia, Swiggy, Glance, Airtel, Uber, and institutions like ISB, NITs, and IIMs.




The opportunity : 




We are looking for a backend engineer and developer who can:




Work closely with product, design and business teams to understand product ideas and business needs and help deliver series of ultra fast experiments
Architect and implement backend services with high reliability and scalability
Complete ownership of design/architect/develop/deploy phases while collaborating with technical and nontechnical stakeholders on all elements of the development process.
Setup best practices for development and advocate their adoption
Write quality documentation and handle conflicts well to build consensus
Continuously discover, evaluate, and implement new technologies and frameworks to maximize development efficiency
Mentor young minds around you and foster team spirit




Requirements :




4+ years of strong programming expertise in Golang and databases like PostgreSQL / MySQL / MongoDB
Build highly scalable REST APIs that align with StockGros needs
Strong knowledge of databases such as MySQL, PostgreSQL, or MongoDB
You have experience building scalable customer-facing applications that are high-performance, highly-available, highly transactional, low latency and massively distributed.
Strong knowledge of data structures, algorithms, and designing for performance, scalability, and availability.
Experience in designing and developing service-oriented architecture
Experience with cache-store / message broker like Redis / RabbitMQ / Kafka
Having an understanding of GCP, Kubernetes, Docker will be beneficial
Interest in learning new languages/frameworks as needed
Worked in a startup environment with high levels of ownership and commitment




What are we looking for?




Someone who will be a quick learner and be able to work independently.
He/she should be able to operate in a very fast paced environment where time to ship product is super critical.",2,"The ATS would likely filter this resume out immediately due to two critical missing criteria: the explicit requirement for 'Golang' expertise (which is not mentioned at all) and the '4+ years' of experience (the user has approximately 2 years and 3 months of full-time experience). While other relevant keywords like 'REST APIs,' 'PostgreSQL,' 'Kafka,' and 'Kubernetes' are present, these two hard filters would prevent the resume from progressing.",,"The job explicitly requires '4+ years of strong programming expertise in Golang,' which is completely absent from the user's profile. While the user possesses strong general backend engineering skills, experience with scalable systems, and relevant cloud/database technologies, the primary language and experience level are fundamental mismatches that make this role a poor fit.",2,2
job_34,"Job Summary: Senior Data Engineer
Senior Data Engineer with verification
Gameskraft
Bengaluru, Karnataka, India (On-site)
Actively reviewing applicants
Viewed
Promoted
Easy Apply 

 Job Details: About the job

About Gameskraft -

Established in 2017, Gameskraft has become one of Indias fastest-growing companies. We are building the world's most-loved online gaming ecosystem - one game at a time. Started by a group of passionate gamers, we have grown from a small team of five members to a large family of 600+ Krafters, working out of our office in Prestige Tech Park, Bangalore.




Our short-term success lies in the fact that we strive to focus on building a safe, secure,and responsible gaming environment for everyone. Our vision is to create unmatched experiences every day, everywhere. We set the highest benchmarks in the industry in terms of design, technology, and intuitiveness. We are also the industrys only ISO 27001and ISO 9001 certified gaming company.




About the role -

We are hiring a Senior Data Engineer at Gameskraft, one of India's fastest-growing gaming companies, to build and scale a robust data platform. The role involves designing and optimizing data pipelines, developing scalable infrastructure, and ensuring seamless data accessibility for business insights.




Key Responsibilities:

Building and optimizing big data pipelines, architectures, and datasets to handle large-scale data.
Enhancing infrastructure for scalability, automation, and data delivery improvements.
Developing real-time and batch processing solutions using Kafka, Spark, and Airflow.
Ensuring data governance, security compliance, and high availability.
Collaborating with product, business, and analytics teams to support data needs.




Tech Stack:




Big Data Tools: Spark, Kafka, Databricks (Delta Tables), ScyllaDB, Redshift
Data Pipelines & Workflow: Airflow, EMR, Glue, Athena
Programming: Java, Scala, Python
Cloud & Storage: AWS
Databases: SQL, NoSQL (ScyllaDB, OpenSearch)
Backend: Spring Boot




What we expect you will bring to the table:




1. Cutting-Edge Technology & Scale

At Gameskraft, you will be working on some of the most advanced big data technologies, including Databricks Delta Tables, ScyllaDB, Spark, Kafka, Airflow, and Spring Boot. Our systems handle billions of data points daily, ensuring real-time analytics and high-scale performance. If youre passionate about big data, real-time streaming, and cloud computing, this role offers the perfect challenge.




2. Ownership & Impact

Unlike rigid corporate structures, Gameskraft gives engineers complete freedom and ownership to design, build, and optimize large-scale data pipelines. Your work directly impacts business decisions, game fairness, and player experience, ensuring data is actionable and insightful.




3. High-Growth, Fast-Paced Environment

We are one of Indias fastest-growing gaming companies, scaling rapidly since 2017. You will be part of a dynamic team that moves fast, innovates continuously, and disrupts the industry with cutting-edge solutions.




4. Strong Engineering Culture

We value technical excellence, continuous learning, and deep problem-solving. We encourage engineers to experiment, contribute, and grow, making this an ideal place for those who love tackling complex data engineering challenges.




Why Join Gameskraft?




Work on high-scale, real-time data processing challenges.
Own end-to-end design and implementation of data pipelines.
Collaborate with top-tier engineers and data scientists.
Enjoy a fast-growing and financially stable company.
Freedom to innovate and contribute at all levels.

 

Work Culture

A true startup culture - young, fast paced, where you are driven by personal ownership of solving challenges that help you grow fast
Focus on innovation, data orientation, being results driven, taking on big goals, and adapting fast
A high performance, meritocratic environment, where we share ideas, debate and grow together with each new product
Massive and direct impact on the work you do. Growth through solving dynamic challenges
Leveraging technology & analytics to solve large scale challenges
Working with cross functional teams to create great product and take them to market
Rub shoulders with some of the brightest & most passionate people in the gaming & consumer internet industry




Compensation & Benefits




Attractive compensation and ESOP packages
INR 5 Lakh medical insurance cover for yourself and your family
Fair & transparent performance appraisals
An attractive Car Lease policy
Relocation benefits 
A vibrant office space with fully stocked pantries. And your lunch is on us!",8,"The profile would perform very well in an ATS due to a high density of relevant keywords. Terms like 'Software Developer', 'Data Engineer', 'Big Data', 'Distributed Computing', 'ETL', 'Python', 'SQL', 'Kafka', 'Airflow', 'Spark', 'Databricks', and 'Cloud' are all prominently featured. While specific AWS services (EMR, Glue, Redshift) and Java/Scala are missing, the strong presence of core and similar technologies, coupled with clear formatting and bullet points, ensures a high match rate for most data engineering-related keywords.",,"Piyush's profile is a strong match for a Data Engineer role, with extensive experience in Python, Big Data, ETL, and cloud platforms like GCP/Azure. He possesses direct experience with key technologies like Kafka, Airflow, Spark (PySpark), and Databricks. However, the 'Senior Data Engineer' title typically implies more years of experience (4-6+) than his 2.5 years post-graduation, and the job's specific tech stack leans heavily into AWS (EMR, Glue, Redshift) and Java/Scala, where his experience is primarily with GCP/Azure and Python.",7,7
job_30,"Job Summary: Senior Software Engineer
Senior Software Engineer with verification
Cimpress India
India (Remote)
Viewed
Promoted
Easy Apply 

 Job Details: About the job

Position: Senior Software Engineer (PR2 Level)

Looking for Immediate to 30 days joiner.




About Cimpress:

Led by founder and CEO Robert Keane, Cimpress invests in and helps build

customer-focused, entrepreneurial mass customization businesses. Through the

personalized physical (and digital) products these companies create,we

empower over 17 million global customers to make an impression. Last year,

Cimpress generated $3.5B in revenue through customized print products,

signage, apparel, packaging and more. The Cimpress family includes a dynamic,

international group of businesses and central teams, all working to solve

problems, build businesses, innovate and improve.




Business Unit: Boxup

BoxUp was founded by Curt Stephens and Ward Hubbard in Terre Haute,

Indiana in 2016. The company was formed to supply high-quality custom-printed boxes in small

order quantities with quick lead times and reasonable prices. BoxUp manufactures and sells corrugated shipping containers. BoxUp's primary customers are small to medium-sized e-commerce businesses that ship their products by parcel post - UPS or FedEx.




Responsibilities:

 High proficiency with Full Stack Application development in NodeJS along with react.js or any other JavaScript technology.

 Good working experience with Data Structures, Algorithms, Low-Level Design, Object-Oriented Design

 An entrepreneurial spirit and enjoys moving quickly on new, green/brownfield products.

 The ability to stitch together many different services and processes even if they have not worked with them before.

 Ability to think about systems and services and write high-quality code. We work mostly with NextJs and Node however, frameworks can be learned: we care much more about your general engineering skill than your knowledge of a particular framework.

 Participate in design meetings and code reviews

 Work with your team and other technology teams in a cooperative environment to understand what stakeholders need and iterate on solutions, adapting to feedback from customer




What's in store for you?

Grow the online retail business with a new and improved front-end experience

Sell to other Cimpress businesses and expand BoxUp products by accessing other Cimpress business products.




Remote First-Culture:

In 2020, Cimpress adopted a Remote-First operating model and culture. We heard from our team members that having the freedom, autonomy and trust in each other to work from home and, the ability to operate when they are most productive, empowers everyone to be their best and most brilliant self. Cimpress also provides collaboration spaces for team members to work physically

together when it's safe to do so or believe in oce working will deliver the best results. Currently we are enabled to hire remote team members in over 20 US States as well as several countries in Europe: Spain, Germany, UK, Czech Republic, the Netherlands and Switzerland.

More information about the organization can be found in the below link:

https://cimpress.com

https://www.linkedin.com/company/cimpress/

https://twitter.com/Cimpress

Want to explore more about our brands?

Please visit: https://cimpress.com/brands/explore-our-brands/",7,"The ATS would likely perform well due to the presence of critical keywords like 'Software Engineer,' 'Senior Software Engineer' (implied by experience level), 'JavaScript,' 'Node.js,' 'React,' 'Data Structures,' 'Algorithms,' and 'System Design.' Although the resume's primary focus is data engineering, the explicit mention of the required full-stack technologies, even from an older project, combined with clean, standard formatting, would help it pass initial keyword filters.",,"While Piyush is a strong engineer with relevant seniority and general software development skills (data structures, algorithms, system design), his core expertise and recent work experience are heavily in Data Engineering (Python, Big Data, ETL, PySpark, Kafka). The job explicitly requires 'high proficiency with full stack application development in Node.js along with React.js or any other JavaScript technology,' which is not Piyush's primary or recent focus, despite some past internship exposure.",4,5
job_35,"Job Summary: Staff Software Engineer
Staff Software Engineer with verification
Zepto
Bengaluru, Karnataka, India (On-site)
Actively reviewing applicants
Viewed
Promoted
Easy Apply 

 Job Details: About the job

Our Story

Zepto is one of the fastest growing startups in India today. Just 6 months after launching, we've raised $160million from marquee investors in Silicon Valley and India. Our Founders, Aadit Palicha and Kaivalya Vohra, dropped out of Stanford University to build Zepto in India.

Together, theyve created an incredibly strong team, with Senior Executives from Uber, Flipkart,Dream11,Pepperfry, and Pharmeasy. The magic of Zepto is our ability to consistently deliver 3,000+ products in 10 minutes flat. It's the core of whatwe do, and the reason why weve been able to grow so fast with phenomenal customer love. Our mission issimple: to make 10-minute delivery the new normal.




Engineering @ Zepto

Building for scale, rapid iterative development, and customer-centric product thinking at each step define every day for a Zepto engineer. If building technology that impacts millions, brainstorming with some of the best minds in the country, executing at lightning speed, product-driven thinking, and owning your work from start to finish excites you, then Zepto is the right place for you.




Primary Responsibilities

 Write maintainable/scalable/efficient code.

 Design and architect technical solutions for the business problems of a very large e-commerce portal.

 Work in cross-functional team, collaborating with peers during entire SDLC.

 Follow coding standards, unit-testing, code reviews etc

 Follow release cycles and commitment to deadlines.




What Are We Looking For?

 6+ years of experience in building large scale applications or products.

 A Bring It On attitude; bias for action; self-driven, end-to-end ownership; entrepreneurial

 approach; focus on operational excellence; ability to work with ambiguity.

 Strong in problem solving skills, data structures and algorithms.

 Very good understanding of one or more of RDBMS/NoSQL/ Messaging/ Caching technologies.

 Excellent understanding of and coding skills in following technologies: Java

 B Tech/BE in Computer Science or equivalent from a reputed institution.




Why Join Us?

 Zepto is on a blitzscaling path unlike any other startup today.

 The opportunity to join Indias next Unicorn is rare. Given our very high hiring bar, we offer a very

competitive salary and substantial equity to create everlasting wealth for our early believers as the

company grows.",2,"The ATS would likely filter this profile out immediately due to two critical hard requirements: the explicit '6+ years of experience' (Piyush has ~2.5 years) and the mandatory 'JAVA' proficiency, which is entirely absent from his resume. While other keywords like 'scalable', 'problem solving', 'data structures', 'algorithms', 'RDBMS', and 'messaging' are present, these major discrepancies would almost certainly lead to an automatic rejection by most ATS systems.",,"The job explicitly requires '6+ years of experience' and 'excellent understanding of and coding skills in JAVA'. Piyush has approximately 2.5 years of professional experience and his profile is heavily Python-centric with no mention of Java. While his experience in large-scale systems, distributed computing, and data structures/algorithms is relevant, these two core mismatches make the job a poor fit for his current profile.",3,2
job_37,"Job Summary: Python Full Stack Engineer
Python Full Stack Engineer with verification
InfoBeans
Bengaluru, Karnataka, India (Hybrid)
Actively reviewing applicants
Viewed
Promoted
Easy Apply 

 Job Details: About the job

Job title - Python Django Full Stack Engineer - Senior Developer 

Job location- Indore/ Pune/Chennai/Bangalore ( Hybrid )

Experience Required - 10+ Years 




Job Description : 

Python Django Developer with React and Azure/AWS Exposure




Responsibilities

Develop highly scalable applications in Python/Django framework and Azure/AWS experience

Create and deploy applications in azure environment with various interconnected Azure components.

Understand and enhance front-end applications using React JS, HTML5 and CSS3.

Identify and fix bottlenecks that may arise from inefficient code.

Knowledge of user authentication and authorization between multiple systems, servers and environments.

Ensure that programs are written to the highest standards (e.g., Unit Tests) and technical specifications.

Documentation of the key aspects of the project.

Ability to collaborate on projects and work independently when required.




Qualifications

7+ years of prior experience as a developer in the required technologies

Solid organizational skills, ability to multi-task across different projects

Experience with Agile methodologies

Skilled at independently researching topics using all means available to discover relevant information

Ability to work in a team environment

Excellent verbal and written communication skills

Self-starter with ability to multi-task and to maintain momentum




Share your updated resume at sanjana.thakur@infobeans.com",4,"The resume's clean formatting and presence of keywords like Python, React, and Azure are positive for an ATS. However, the critical mismatch in required experience (7-10+ years vs. 2.5 years) would almost certainly lead to an immediate ATS rejection. Additionally, the lack of explicit 'Django' project experience and 'AWS' keywords, which are central to the job description, would further lower its ATS score.",,"The job's requirement for 7-10+ years of experience is a major mismatch with the user's 2.5 years of full-time experience. While core Python, React, and Azure skills align, the job's strong emphasis on Django as a primary framework isn't heavily demonstrated in the user's recent work, which leans more towards data engineering. This significant experience gap makes the job largely irrelevant for the user at this stage of their career.",3,3
